name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
GJ 832 c,16,5.4 Earths,8.66,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6551/gj-832-c/
GJ 849 b,29,0.9 Jupiters,10.41,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6552/gj-849-b/
GJ 849 c,29,0.702 Jupiters,10.41,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7897/gj-849-c/
GJ 86 b,35,4.42 Jupiters,6.12,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6570/gj-86-b/
GJ 876 b,15,2.2756 Jupiters,10.16,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6553/gj-876-b/
GJ 876 c,15,0.7142 Jupiters,10.16,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6554/gj-876-c/
GJ 876 d,15,6.83 Earths,10.16,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6555/gj-876-d/
GJ 876 e,15,14.6 Earths,10.16,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6556/gj-876-e/
GJ 887 b,11,4.2 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7641/gj-887-b/
GJ 887 c,11,7.6 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7642/gj-887-c/
GJ 9066 b,15,30.9 Earths,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7745/gj-9066-b/
GJ 9066 c,15,0.21 Jupiters,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7746/gj-9066-c/
GJ 9689 b,100,9.65 Earths,11.297,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8017/gj-9689-b/
GJ 96 b,39,19.66 Earths,9.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7253/gj-96-b/
GJ 9827 b,97,4.91 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7190/gj-9827-b/
GJ 9827 c,97,0.84 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7191/gj-9827-c/
GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6548/gj-676-a-e/
GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7495/gj-682-b/
GJ 682 c,16,8.7 Earths,10.94,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7496/gj-682-c/
GJ 685 b,47,9 Earths,9.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7299/gj-685-b/
GJ 687 b,15,17.2 Earths,9.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6549/gj-687-b/
GJ 687 c,15,16 Earths,9.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7674/gj-687-c/
GJ 720 A b,51,13.64 Earths,9.84,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7903/gj-720-a-b/
GJ 740 b,36,2.96 Earths,9.22,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7843/gj-740-b/
GJ 832 b,16,0.68 Jupiters,8.66,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6550/gj-832-b/
GJ 832 c,16,5.4 Earths,8.66,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6551/gj-832-c/
GJ 849 b,29,0.9 Jupiters,10.41,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6552/gj-849-b/
GJ 849 c,29,0.702 Jupiters,10.41,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7897/gj-849-c/
GJ 86 b,35,4.42 Jupiters,6.12,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6570/gj-86-b/
GJ 876 b,15,2.2756 Jupiters,10.16,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6553/gj-876-b/
GJ 876 c,15,0.7142 Jupiters,10.16,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6554/gj-876-c/
GJ 876 d,15,6.83 Earths,10.16,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6555/gj-876-d/
GJ 876 e,15,14.6 Earths,10.16,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6556/gj-876-e/
GJ 887 b,11,4.2 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7641/gj-887-b/
GJ 887 c,11,7.6 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7642/gj-887-c/
GJ 9066 b,15,30.9 Earths,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7745/gj-9066-b/
GJ 9066 c,15,0.21 Jupiters,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7746/gj-9066-c/
GJ 9689 b,100,9.65 Earths,11.297,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8017/gj-9689-b/
GJ 96 b,39,19.66 Earths,9.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7253/gj-96-b/
GJ 9827 b,97,4.91 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7190/gj-9827-b/
GJ 9827 c,97,0.84 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7191/gj-9827-c/
GJ 9827 d,97,4.04 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7192/gj-9827-d/
Gl 378 b,49,13.02 Earths,10.03,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7288/gl-378-b/
Gl 49 b,32,5.63 Earths,9.56,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7417/gl-49-b/
Gl 686 b,27,6.624 Earths,9.62,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7350/gl-686-b/
GPX-1 b,2137,19.7 Jupiters,12.316,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7998/gpx-1-b/
GQ Lupi b,493,20 Jupiters,11.593,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7029/gq-lupi-b/
GSC 06214-00210 b,354,16 Jupiters,12.416,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6564/gsc-06214-00210-b/
GU Piscium b,155,11.3 Jupiters,14.146,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7030/gu-piscium-b/
HAT-P-11 b,123,26.69772 Earths,9.46,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1718/hat-p-11-b/
HAT-P-11 c,123,2.3 Jupiters,9.46,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6312/hat-p-11-c/
HAT-P-12 b,466,0.211 Jupiters,12.665,2009,https://exoplanets.nasa.gov/exoplanet-catalog/1226/hat-p-12-b/
HAT-P-13 b,805,0.851 Jupiters,10.421,2009,https://exoplanets.nasa.gov/exoplanet-catalog/1227/hat-p-13-b/
HAT-P-13 c,805,14.28 Jupiters,10.421,2009,https://exoplanets.nasa.gov/exoplanet-catalog/255/hat-p-13-c/
HAT-P-14 b,726,3.44 Jupiters,9.988,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1228/hat-p-14-b/
HAT-P-15 b,628,1.94 Jupiters,12.41,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1229/hat-p-15-b/
HAT-P-16 b,739,4.193 Jupiters,10.911,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1230/hat-p-16-b/
HAT-P-17 b,301,0.58 Jupiters,10.375,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1231/hat-p-17-b/
HAT-P-17 c,301,3.4 Jupiters,10.375,2010,https://exoplanets.nasa.gov/exoplanet-catalog/256/hat-p-17-c/
HAT-P-18 b,526,0.197 Jupiters,12.597,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1232/hat-p-18-b/
HAT-P-19 b,659,0.292 Jupiters,12.826,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1342/hat-p-19-b/
HAT-P-1 b,519,0.525 Jupiters,9.827,2006,https://exoplanets.nasa.gov/exoplanet-catalog/5210/hat-p-1-b/
HAT-P-20 b,232,7.246 Jupiters,11.231,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6028/hat-p-20-b/
HAT-P-21 b,904,4.87 Jupiters,11.459,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1343/hat-p-21-b/
HAT-P-22 b,267,2.47 Jupiters,9.763,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1344/hat-p-22-b/
HAT-P-23 b,1190,1.34 Jupiters,11.937,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1345/hat-p-23-b/
HAT-P-46 b,948,0.493 Jupiters,11.997,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1263/hat-p-46-b/
HAT-P-49 b,1143,2.2 Jupiters,10.205,2014,https://exoplanets.nasa.gov/exoplanet-catalog/457/hat-p-49-b/
HAT-P-4 b,1045,0.671 Jupiters,11.118,2007,https://exoplanets.nasa.gov/exoplanet-catalog/258/hat-p-4-b/
HAT-P-50 b,1681,1.35 Jupiters,11.703,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4251/hat-p-50-b/
HAT-P-51 b,1436,0.309 Jupiters,13.51,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4252/hat-p-51-b/
HAT-P-52 b,1178,0.818 Jupiters,14.107,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4253/hat-p-52-b/
HAT-P-53 b,2175,1.484 Jupiters,13.78,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4254/hat-p-53-b/
HAT-P-54 b,469,0.76 Jupiters,13.398,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1264/hat-p-54-b/
HAT-P-55 b,1668,0.582 Jupiters,13.197,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5470/hat-p-55-b/
HAT-P-56 b,1046,2.31 Jupiters,10.92,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5472/hat-p-56-b/
HAT-P-57 b,913,1.41 Jupiters,10.639,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4250/hat-p-57-b/
HAT-P-58 b,1682,0.372 Jupiters,12.925,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7912/hat-p-58-b/
HAT-P-59 b,866,1.54 Jupiters,11.64,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7913/hat-p-59-b/
HAT-P-5 b,989,0.98 Jupiters,11.954,2007,https://exoplanets.nasa.gov/exoplanet-catalog/1222/hat-p-5-b/
HAT-P-60 b,761,0.574 Jupiters,9.727,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7914/hat-p-60-b/
HAT-P-61 b,1105,1.057 Jupiters,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7915/hat-p-61-b/
HAT-P-62 b,1138,0.761 Jupiters,12.539,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7916/hat-p-62-b/
HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7917/hat-p-63-b/
HAT-P-64 b,2126,0.58 Jupiters,12.855,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7918/hat-p-64-b/
HAT-P-65 b,2409,0.527 Jupiters,13.121,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3390/hat-p-65-b/
HAT-P-66 b,3051,0.783 Jupiters,13.014,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3391/hat-p-66-b/
HAT-P-67 b,1212,0.34 Jupiters,10.106,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3485/hat-p-67-b/
HAT-P-68 b,659,0.724 Jupiters,13.802,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7794/hat-p-68-b/
HAT-P-69 b,1113,3.58 Jupiters,9.774,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7454/hat-p-69-b/
HAT-P-6 b,898,1.32 Jupiters,10.469,2007,https://exoplanets.nasa.gov/exoplanet-catalog/1223/hat-p-6-b/
HAT-P-70 b,1079,6.78 Jupiters,9.47,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7455/hat-p-70-b/
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1717/hat-p-7-b/
HAT-P-8 b,690,1.28 Jupiters,10.358,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1224/hat-p-8-b/
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1225/hat-p-9-b/
HATS-10 b,1745,0.526 Jupiters,13.202,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5463/hats-10-b/
HATS-11 b,3081,0.83 Jupiters,14.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3393/hats-11-b/
HATS-12 b,2434,2.39 Jupiters,12.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3394/hats-12-b/
HATS-13 b,1376,0.543 Jupiters,13.911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4328/hats-13-b/
HATS-14 b,1673,1.071 Jupiters,14.052,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4329/hats-14-b/
HATS-15 b,3717,2.17 Jupiters,14.909,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3285/hats-15-b/
HATS-16 b,2469,3.27 Jupiters,13.957,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3286/hats-16-b/
HATS-17 b,1306,1.338 Jupiters,12.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5499/hats-17-b/
HATS-18 b,2037,1.9795 Jupiters,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3405/hats-18-b/
HATS-1 b,926,1.855 Jupiters,12.155,2012,https://exoplanets.nasa.gov/exoplanet-catalog/259/hats-1-b/
HATS-22 b,749,2.74 Jupiters,13.397,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3467/hats-22-b/
HATS-23 b,2084,1.47 Jupiters,13.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3468/hats-23-b/
HATS-24 b,1612,2.26 Jupiters,12.915,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3469/hats-24-b/
HATS-25 b,1537,0.613 Jupiters,13.172,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3275/hats-25-b/
HATS-26 b,2811,0.65 Jupiters,13.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3276/hats-26-b/
HATS-27 b,2665,0.53 Jupiters,12.782,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3277/hats-27-b/
HATS-28 b,1746,0.672 Jupiters,13.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3278/hats-28-b/
HATS-29 b,1154,0.653 Jupiters,12.62,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3279/hats-29-b/
HATS-2 b,1115,1.345 Jupiters,13.565,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1265/hats-2-b/
HATS-30 b,1116,0.706 Jupiters,12.283,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3280/hats-30-b/
HATS-31 b,2525,0.88 Jupiters,13.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3423/hats-31-b/
HAT-P-70 b,1079,6.78 Jupiters,9.47,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7455/hat-p-70-b/
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1717/hat-p-7-b/
HAT-P-8 b,690,1.28 Jupiters,10.358,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1224/hat-p-8-b/
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1225/hat-p-9-b/
HATS-10 b,1745,0.526 Jupiters,13.202,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5463/hats-10-b/
HATS-11 b,3081,0.83 Jupiters,14.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3393/hats-11-b/
HATS-12 b,2434,2.39 Jupiters,12.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3394/hats-12-b/
HATS-13 b,1376,0.543 Jupiters,13.911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4328/hats-13-b/
HATS-14 b,1673,1.071 Jupiters,14.052,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4329/hats-14-b/
HATS-15 b,3717,2.17 Jupiters,14.909,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3285/hats-15-b/
HATS-16 b,2469,3.27 Jupiters,13.957,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3286/hats-16-b/
HATS-17 b,1306,1.338 Jupiters,12.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5499/hats-17-b/
HATS-18 b,2037,1.9795 Jupiters,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3405/hats-18-b/
HATS-1 b,926,1.855 Jupiters,12.155,2012,https://exoplanets.nasa.gov/exoplanet-catalog/259/hats-1-b/
HATS-22 b,749,2.74 Jupiters,13.397,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3467/hats-22-b/
HATS-23 b,2084,1.47 Jupiters,13.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3468/hats-23-b/
HATS-24 b,1612,2.26 Jupiters,12.915,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3469/hats-24-b/
HATS-25 b,1537,0.613 Jupiters,13.172,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3275/hats-25-b/
HATS-26 b,2811,0.65 Jupiters,13.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3276/hats-26-b/
HATS-27 b,2665,0.53 Jupiters,12.782,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3277/hats-27-b/
HATS-28 b,1746,0.672 Jupiters,13.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3278/hats-28-b/
HATS-29 b,1154,0.653 Jupiters,12.62,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3279/hats-29-b/
HATS-2 b,1115,1.345 Jupiters,13.565,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1265/hats-2-b/
HATS-30 b,1116,0.706 Jupiters,12.283,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3280/hats-30-b/
HATS-31 b,2525,0.88 Jupiters,13.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3423/hats-31-b/
HAT-P-70 b,1079,6.78 Jupiters,9.47,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7455/hat-p-70-b/
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1717/hat-p-7-b/
HAT-P-8 b,690,1.28 Jupiters,10.358,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1224/hat-p-8-b/
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1225/hat-p-9-b/
HATS-10 b,1745,0.526 Jupiters,13.202,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5463/hats-10-b/
HATS-11 b,3081,0.83 Jupiters,14.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3393/hats-11-b/
HATS-12 b,2434,2.39 Jupiters,12.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3394/hats-12-b/
HATS-13 b,1376,0.543 Jupiters,13.911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4328/hats-13-b/
HATS-14 b,1673,1.071 Jupiters,14.052,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4329/hats-14-b/
HATS-15 b,3717,2.17 Jupiters,14.909,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3285/hats-15-b/
HATS-16 b,2469,3.27 Jupiters,13.957,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3286/hats-16-b/
HATS-17 b,1306,1.338 Jupiters,12.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5499/hats-17-b/
HATS-18 b,2037,1.9795 Jupiters,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3405/hats-18-b/
HATS-1 b,926,1.855 Jupiters,12.155,2012,https://exoplanets.nasa.gov/exoplanet-catalog/259/hats-1-b/
HATS-22 b,749,2.74 Jupiters,13.397,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3467/hats-22-b/
HATS-23 b,2084,1.47 Jupiters,13.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3468/hats-23-b/
HATS-24 b,1612,2.26 Jupiters,12.915,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3469/hats-24-b/
HATS-25 b,1537,0.613 Jupiters,13.172,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3275/hats-25-b/
HATS-26 b,2811,0.65 Jupiters,13.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3276/hats-26-b/
HATS-27 b,2665,0.53 Jupiters,12.782,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3277/hats-27-b/
HATS-28 b,1746,0.672 Jupiters,13.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3278/hats-28-b/
HATS-29 b,1154,0.653 Jupiters,12.62,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3279/hats-29-b/
HATS-2 b,1115,1.345 Jupiters,13.565,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1265/hats-2-b/
HATS-30 b,1116,0.706 Jupiters,12.283,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3280/hats-30-b/
HATS-31 b,2525,0.88 Jupiters,13.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3423/hats-31-b/
HAT-P-70 b,1079,6.78 Jupiters,9.47,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7455/hat-p-70-b/
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1717/hat-p-7-b/
HAT-P-8 b,690,1.28 Jupiters,10.358,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1224/hat-p-8-b/
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1225/hat-p-9-b/
HATS-10 b,1745,0.526 Jupiters,13.202,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5463/hats-10-b/
HATS-11 b,3081,0.83 Jupiters,14.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3393/hats-11-b/
HATS-12 b,2434,2.39 Jupiters,12.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3394/hats-12-b/
HATS-13 b,1376,0.543 Jupiters,13.911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4328/hats-13-b/
HATS-14 b,1673,1.071 Jupiters,14.052,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4329/hats-14-b/
HATS-15 b,3717,2.17 Jupiters,14.909,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3285/hats-15-b/
HATS-16 b,2469,3.27 Jupiters,13.957,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3286/hats-16-b/
HATS-17 b,1306,1.338 Jupiters,12.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5499/hats-17-b/
HATS-18 b,2037,1.9795 Jupiters,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3405/hats-18-b/
HATS-1 b,926,1.855 Jupiters,12.155,2012,https://exoplanets.nasa.gov/exoplanet-catalog/259/hats-1-b/
HATS-22 b,749,2.74 Jupiters,13.397,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3467/hats-22-b/
HATS-23 b,2084,1.47 Jupiters,13.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3468/hats-23-b/
HATS-24 b,1612,2.26 Jupiters,12.915,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3469/hats-24-b/
HATS-25 b,1537,0.613 Jupiters,13.172,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3275/hats-25-b/
HATS-26 b,2811,0.65 Jupiters,13.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3276/hats-26-b/
HATS-27 b,2665,0.53 Jupiters,12.782,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3277/hats-27-b/
HATS-28 b,1746,0.672 Jupiters,13.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3278/hats-28-b/
HATS-29 b,1154,0.653 Jupiters,12.62,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3279/hats-29-b/
HATS-2 b,1115,1.345 Jupiters,13.565,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1265/hats-2-b/
HATS-30 b,1116,0.706 Jupiters,12.283,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3280/hats-30-b/
HATS-31 b,2525,0.88 Jupiters,13.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3423/hats-31-b/
HAT-P-70 b,1079,6.78 Jupiters,9.47,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7455/hat-p-70-b/
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1717/hat-p-7-b/
HAT-P-8 b,690,1.28 Jupiters,10.358,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1224/hat-p-8-b/
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1225/hat-p-9-b/
HATS-10 b,1745,0.526 Jupiters,13.202,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5463/hats-10-b/
HATS-11 b,3081,0.83 Jupiters,14.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3393/hats-11-b/
HATS-12 b,2434,2.39 Jupiters,12.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3394/hats-12-b/
HATS-13 b,1376,0.543 Jupiters,13.911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4328/hats-13-b/
HATS-14 b,1673,1.071 Jupiters,14.052,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4329/hats-14-b/
HATS-15 b,3717,2.17 Jupiters,14.909,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3285/hats-15-b/
HATS-16 b,2469,3.27 Jupiters,13.957,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3286/hats-16-b/
HATS-17 b,1306,1.338 Jupiters,12.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5499/hats-17-b/
HATS-18 b,2037,1.9795 Jupiters,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3405/hats-18-b/
HATS-1 b,926,1.855 Jupiters,12.155,2012,https://exoplanets.nasa.gov/exoplanet-catalog/259/hats-1-b/
HATS-22 b,749,2.74 Jupiters,13.397,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3467/hats-22-b/
HATS-23 b,2084,1.47 Jupiters,13.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3468/hats-23-b/
HATS-24 b,1612,2.26 Jupiters,12.915,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3469/hats-24-b/
HATS-25 b,1537,0.613 Jupiters,13.172,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3275/hats-25-b/
HATS-26 b,2811,0.65 Jupiters,13.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3276/hats-26-b/
HATS-27 b,2665,0.53 Jupiters,12.782,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3277/hats-27-b/
HATS-28 b,1746,0.672 Jupiters,13.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3278/hats-28-b/
HATS-29 b,1154,0.653 Jupiters,12.62,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3279/hats-29-b/
HATS-2 b,1115,1.345 Jupiters,13.565,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1265/hats-2-b/
HATS-30 b,1116,0.706 Jupiters,12.283,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3280/hats-30-b/
HATS-31 b,2525,0.88 Jupiters,13.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3423/hats-31-b/
